textID,# words,genre,year
8552,14829,FIC,1826
8778,3823,FIC,1826
314,141510,FIC,1826
8833,22623,FIC,1826
8999,4948,FIC,1826
8950,11075,FIC,1827
8956,10182,FIC,1827
8908,1393,FIC,1827
8835,17703,FIC,1827
9756,68619,FIC,1827
9757,74242,FIC,1827
9758,90266,FIC,1827
9759,79975,FIC,1827
9760,90703,FIC,1827
9761,42114,FIC,1827
9763,85551,FIC,1827
8772,15025,FIC,1827
8634,8946,FIC,1827
8314,40610,FIC,1827
7261,122037,FIC,1827
7269,61844,FIC,1827
7270,66816,FIC,1827
7967,1300,FIC,1827
2832,55303,FIC,1827
7168,93746,FIC,1827
7169,138719,FIC,1827
7070,3533,FIC,1828
7038,3884,FIC,1828
7034,7780,FIC,1828
7245,78240,FIC,1828
7370,40031,FIC,1828
7259,44614,FIC,1828
8204,28381,FIC,1828
8619,5800,FIC,1828
8566,2657,FIC,1828
7965,701,FIC,1829
7972,404,FIC,1829
7684,160,FIC,1829
7072,68480,FIC,1829
7209,45507,FIC,1830
7238,82893,FIC,1830
7971,272,FIC,1830
7975,490,FIC,1830
7266,75437,FIC,1830
8593,13507,FIC,1830
8624,14418,FIC,1830
8629,9672,FIC,1830
8660,23937,FIC,1830
8232,289,FIC,1830
8750,1936,FIC,1830
8912,20146,FIC,1830
8914,15124,FIC,1830
9000,1608,FIC,1831
8850,6482,FIC,1831
8376,102354,FIC,1831
8723,15755,FIC,1831
7970,148,FIC,1831
7871,383,FIC,1831
7210,52980,FIC,1831
7002,73845,FIC,1831
7054,35214,FIC,1832
7176,73474,FIC,1832
7177,96947,FIC,1832
7909,3691,FIC,1832
7685,227,FIC,1832
7515,279,FIC,1832
8301,428,FIC,1832
8751,16403,FIC,1832
8862,20559,FIC,1832
8842,22241,FIC,1832
8798,17134,FIC,1832
9464,17175,FIC,1832
9472,7266,FIC,1832
9474,7380,FIC,1832
9476,16218,FIC,1832
9478,23739,FIC,1832
9480,18714,FIC,1832
9486,10668,FIC,1832
8847,17188,FIC,1833
8230,206,FIC,1833
7321,86223,FIC,1833
7201,16911,FIC,1833
7058,46641,FIC,1833
7059,47317,FIC,1833
7042,4530,FIC,1833
7046,116134,FIC,1833
7028,28850,FIC,1833
7239,56491,FIC,1833
7240,57440,FIC,1833
7029,51467,FIC,1834
7030,56402,FIC,1834
7032,49291,FIC,1834
7012,94321,FIC,1834
7047,58320,FIC,1834
7055,7137,FIC,1834
7062,3120,FIC,1834
7065,1730,FIC,1834
7066,1606,FIC,1834
2652,177055,FIC,1834
7323,74686,FIC,1834
7252,69638,FIC,1834
7528,205,FIC,1834
8242,1026,FIC,1834
8313,37042,FIC,1834
8529,8602,FIC,1834
8947,28043,FIC,1834
8848,1801,FIC,1835
8648,13859,FIC,1835
8786,16570,FIC,1835
8243,2543,FIC,1835
8246,686,FIC,1835
8114,45318,FIC,1835
7268,38871,FIC,1835
7271,62330,FIC,1835
7272,63028,FIC,1835
7281,85263,FIC,1835
7339,35565,FIC,1835
7334,73483,FIC,1835
7309,90905,FIC,1835
7327,83953,FIC,1835
7328,83832,FIC,1835
7353,49780,FIC,1835
7818,9244,FIC,1835
8748,9844,FIC,1835
8767,11821,FIC,1835
1103,135637,FIC,1835
7063,64366,FIC,1835
7064,58527,FIC,1835
7073,59800,FIC,1835
7133,67154,FIC,1835
7134,73273,FIC,1835
7203,69402,FIC,1835
7172,213644,FIC,1835
7142,45120,FIC,1835
7143,53371,FIC,1835
7014,77911,FIC,1835
7015,73166,FIC,1835
7016,89189,FIC,1835
7017,78656,FIC,1835
5605,81266,FIC,1835
7052,81147,FIC,1836
7053,79099,FIC,1836
7040,71112,FIC,1836
5635,14680,FIC,1836
7111,55719,FIC,1836
4118,37827,FIC,1836
7349,76583,FIC,1836
7350,44074,FIC,1836
7351,44983,FIC,1836
7330,52749,FIC,1836
7276,49045,FIC,1836
7286,55673,FIC,1836
7984,173,FIC,1836
7993,379,FIC,1836
7996,2508,FIC,1836
8244,1772,FIC,1836
8196,375,FIC,1836
8337,155,FIC,1836
8650,11881,FIC,1836
9121,2391,FIC,1836
9497,15513,FIC,1836
9507,5578,FIC,1836
9509,7803,FIC,1836
9461,1131,FIC,1837
8687,17879,FIC,1837
8545,13703,FIC,1837
8325,53584,FIC,1837
8245,884,FIC,1837
8231,326,FIC,1837
7273,59528,FIC,1837
7358,77607,FIC,1837
7395,76745,FIC,1837
7452,27617,FIC,1837
7926,713,FIC,1837
7931,1146,FIC,1837
7544,247,FIC,1837
7652,118,FIC,1837
2104,2474,FIC,1837
7547,38018,FIC,1838
7359,73061,FIC,1838
7253,73346,FIC,1838
7250,61926,FIC,1838
8286,4825,FIC,1838
8101,1002,FIC,1838
8547,16074,FIC,1838
7085,71186,FIC,1838
7086,81457,FIC,1838
7145,78147,FIC,1838
7174,66910,FIC,1838
7003,13465,FIC,1838
7023,54916,FIC,1839
7024,51493,FIC,1839
7011,71548,FIC,1839
7001,33274,FIC,1839
7048,57667,FIC,1839
7049,56464,FIC,1839
7204,40445,FIC,1839
7182,76788,FIC,1839
7087,67290,FIC,1839
7088,67204,FIC,1839
7067,47978,FIC,1839
7068,45501,FIC,1839
7228,23420,FIC,1839
7233,78157,FIC,1839
8540,9449,FIC,1839
8627,14716,FIC,1839
8698,18867,FIC,1839
8686,11456,FIC,1839
8234,226,FIC,1839
7296,109221,FIC,1839
7297,101899,FIC,1839
7352,49355,FIC,1839
7335,67362,FIC,1839
7336,80814,FIC,1839
7477,63448,FIC,1839
1484,67609,FIC,1839
9537,20082,FIC,1839
8996,13846,FIC,1839
8877,11362,FIC,1839
8893,16222,FIC,1839
8909,24640,FIC,1840
9127,2475,FIC,1840
9320,490,FIC,1840
9329,14595,FIC,1840
7425,4080,FIC,1840
7367,2187,FIC,1840
7381,2670,FIC,1840
7383,2208,FIC,1840
7332,54624,FIC,1840
7373,1708,FIC,1840
7375,4767,FIC,1840
7292,96381,FIC,1840
7256,54491,FIC,1840
7655,212,FIC,1840
7681,47346,FIC,1840
7928,555,FIC,1840
7792,13479,FIC,1840
8208,982,FIC,1840
8098,427,FIC,1840
8121,3308,FIC,1840
8578,6756,FIC,1840
8565,9313,FIC,1840
8549,4294,FIC,1840
8770,21626,FIC,1840
7164,71761,FIC,1840
7197,4280,FIC,1840
7057,76831,FIC,1840
7000,47846,FIC,1841
8747,7563,FIC,1841
7985,4751,FIC,1841
8303,9041,FIC,1841
8312,1048,FIC,1841
7823,784,FIC,1841
7302,78051,FIC,1841
7355,76210,FIC,1841
7393,3741,FIC,1841
799,70869,FIC,1841
9354,8885,FIC,1841
8921,33517,FIC,1841
8882,15741,FIC,1842
9749,64374,FIC,1842
555,54779,FIC,1842
7366,3796,FIC,1842
7384,7566,FIC,1842
7388,2069,FIC,1842
7390,2669,FIC,1842
7391,1900,FIC,1842
7392,3255,FIC,1842
7376,19177,FIC,1842
7289,108902,FIC,1842
7543,1941,FIC,1842
7206,118792,FIC,1842
7158,68142,FIC,1842
7161,17830,FIC,1843
7166,50984,FIC,1843
7208,310456,FIC,1843
7155,44829,FIC,1843
7061,82616,FIC,1843
7074,97691,FIC,1843
7101,45196,FIC,1843
7116,45343,FIC,1843
7051,29867,FIC,1843
7039,86436,FIC,1843
7026,57116,FIC,1843
7700,242,FIC,1843
7365,6329,FIC,1843
7325,66572,FIC,1843
8206,204,FIC,1843
8106,11301,FIC,1843
8699,17124,FIC,1843
8760,13690,FIC,1843
8764,17838,FIC,1843
8743,10324,FIC,1844
8787,32331,FIC,1844
8085,11819,FIC,1844
8026,128,FIC,1844
8194,247,FIC,1844
7312,10126,FIC,1844
7426,13780,FIC,1844
7503,529,FIC,1844
7545,144,FIC,1844
7571,196,FIC,1844
7880,784,FIC,1844
7882,1029,FIC,1844
7976,295,FIC,1844
800,55881,FIC,1844
2105,5753,FIC,1844
2103,5085,FIC,1844
7135,37687,FIC,1844
7114,39435,FIC,1844
7081,40137,FIC,1844
7187,33891,FIC,1844
7189,102745,FIC,1844
7148,41595,FIC,1844
3928,81453,FIC,1844
9633,4813,FIC,1844
8869,15831,FIC,1844
9118,5717,FIC,1844
8969,12728,FIC,1845
9237,4400,FIC,1845
7162,81849,FIC,1845
7183,86243,FIC,1845
7170,187186,FIC,1845
7071,24210,FIC,1845
7103,63619,FIC,1845
622,165559,FIC,1845
7773,48728,FIC,1845
7450,18817,FIC,1845
7316,89174,FIC,1845
7317,87417,FIC,1845
7342,7550,FIC,1845
7345,2301,FIC,1845
7295,123796,FIC,1845
7262,65001,FIC,1845
8319,3378,FIC,1845
8037,4997,FIC,1845
8701,2016,FIC,1845
8654,1444,FIC,1845
8656,1640,FIC,1845
8658,3356,FIC,1845
8533,6802,FIC,1845
8005,147,FIC,1846
8111,2839,FIC,1846
8193,24766,FIC,1846
7284,62695,FIC,1846
7520,1351,FIC,1846
7533,4953,FIC,1846
7535,210,FIC,1846
7527,962,FIC,1846
7542,155,FIC,1846
7774,46178,FIC,1846
7679,25002,FIC,1846
556,76651,FIC,1846
557,106090,FIC,1846
544,108980,FIC,1846
200,69996,FIC,1846
7136,53833,FIC,1846
7121,50694,FIC,1846
7084,53406,FIC,1846
7069,28951,FIC,1846
7036,73326,FIC,1846
4462,85206,FIC,1846
4464,81225,FIC,1846
8923,14182,FIC,1846
8891,24847,FIC,1846
8874,24340,FIC,1846
8819,14470,FIC,1846
9122,4419,FIC,1846
9718,6793,FIC,1846
9596,14984,FIC,1847
9120,14723,FIC,1847
8801,22917,FIC,1847
8803,22014,FIC,1847
8805,24002,FIC,1847
8807,26373,FIC,1847
8889,851,FIC,1847
8890,21642,FIC,1847
8894,16856,FIC,1847
8919,20611,FIC,1847
7077,3316,FIC,1847
7123,55625,FIC,1847
7124,47779,FIC,1847
7138,51926,FIC,1847
7094,55024,FIC,1847
7149,76631,FIC,1847
7152,43367,FIC,1847
7190,58107,FIC,1847
7194,26737,FIC,1847
2723,15764,FIC,1847
2913,19049,FIC,1847
1094,97302,FIC,1847
2352,83202,FIC,1847
7653,172,FIC,1847
7650,124,FIC,1847
7801,5322,FIC,1847
7536,3111,FIC,1847
7510,315,FIC,1847
7343,5086,FIC,1847
8247,18326,FIC,1847
8263,10088,FIC,1847
8084,571,FIC,1847
7995,209,FIC,1847
8715,19679,FIC,1847
8541,24976,FIC,1848
8553,14388,FIC,1848
8554,13106,FIC,1848
7992,19193,FIC,1848
7990,699,FIC,1848
8064,314,FIC,1848
8083,278,FIC,1848
8147,17496,FIC,1848
7341,62547,FIC,1848
7338,30420,FIC,1848
7265,43481,FIC,1848
7532,259,FIC,1848
7822,121,FIC,1848
7763,320,FIC,1848
7906,8434,FIC,1848
7651,130,FIC,1848
7654,244,FIC,1848
7572,240,FIC,1848
7744,170,FIC,1848
1279,55390,FIC,1848
1108,88114,FIC,1848
3752,143867,FIC,1848
7193,235908,FIC,1848
7154,68538,FIC,1848
7186,43109,FIC,1848
7107,61026,FIC,1848
7009,107744,FIC,1848
7005,68014,FIC,1848
7234,12608,FIC,1848
7235,45060,FIC,1848
8892,19351,FIC,1848
8994,13837,FIC,1848
8876,16428,FIC,1848
8878,15222,FIC,1849
9494,26946,FIC,1849
9495,20365,FIC,1849
9490,512,FIC,1849
9491,385,FIC,1849
9375,2741,FIC,1849
9376,1190,FIC,1849
7237,25041,FIC,1849
7230,67537,FIC,1849
7231,73340,FIC,1849
7216,98942,FIC,1849
7218,118954,FIC,1849
7006,72199,FIC,1849
7167,79062,FIC,1849
7192,134120,FIC,1849
7196,37875,FIC,1849
7200,32037,FIC,1849
5168,111456,FIC,1849
5295,56113,FIC,1849
2605,35855,FIC,1849
574,24239,FIC,1849
583,122669,FIC,1849
7929,315,FIC,1849
7974,188,FIC,1849
7530,1587,FIC,1849
7519,298,FIC,1849
7333,34050,FIC,1849
7346,4096,FIC,1849
7347,54150,FIC,1849
8065,19023,FIC,1849
8007,399,FIC,1849
8349,8224,FIC,1849
8302,182,FIC,1850
8097,323,FIC,1850
7304,134347,FIC,1850
7529,383,FIC,1850
7953,42199,FIC,1850
184,45975,FIC,1850
2310,37234,FIC,1850
2535,8728,FIC,1850
4498,80842,FIC,1850
7171,128508,FIC,1850
7222,60922,FIC,1850
9136,6296,FIC,1850
9819,63142,FIC,1851
2538,72837,FIC,1851
2590,10692,FIC,1851
3300,84634,FIC,1851
3336,83050,FIC,1851
1184,37796,FIC,1851
1253,38072,FIC,1851
201,32757,FIC,1851
688,8421,FIC,1851
746,205620,FIC,1851
7546,96,FIC,1851
7991,250,FIC,1851
7994,292,FIC,1851
8299,515,FIC,1851
8300,237,FIC,1851
8028,19306,FIC,1852
8152,207,FIC,1852
8153,229,FIC,1852
7932,148,FIC,1852
69,178377,FIC,1852
593,72589,FIC,1852
2364,87323,FIC,1852
2477,51027,FIC,1852
2751,188068,FIC,1852
3726,20357,FIC,1852
3609,21720,FIC,1852
3671,14550,FIC,1852
9804,4852,FIC,1852
9031,59759,FIC,1852
9232,76077,FIC,1852
9832,83069,FIC,1852
9200,77940,FIC,1853
9040,128052,FIC,1853
9069,39546,FIC,1853
9142,74242,FIC,1853
9158,125301,FIC,1853
9805,22554,FIC,1853
3465,60004,FIC,1853
3819,44697,FIC,1853
4303,85264,FIC,1853
2486,78776,FIC,1853
2409,14889,FIC,1853
2454,56879,FIC,1853
1196,51361,FIC,1853
1194,33640,FIC,1853
1170,50291,FIC,1853
7927,2239,FIC,1853
7798,295,FIC,1853
7732,4069,FIC,1853
7455,25629,FIC,1853
8032,115,FIC,1853
8000,400,FIC,1853
8328,128971,FIC,1854
7764,23102,FIC,1854
7839,44055,FIC,1854
7842,580,FIC,1854
70,110751,FIC,1854
3847,41511,FIC,1854
2820,100522,FIC,1854
3384,118527,FIC,1854
5388,34993,FIC,1854
9826,158618,FIC,1854
9160,117539,FIC,1854
9193,140309,FIC,1854
9218,102316,FIC,1854
9230,82401,FIC,1854
9053,135168,FIC,1855
9078,5880,FIC,1855
9098,156012,FIC,1855
9034,4252,FIC,1855
9773,48232,FIC,1855
2730,32433,FIC,1855
2965,57345,FIC,1855
2617,21419,FIC,1855
2630,38184,FIC,1855
2661,21040,FIC,1855
602,91905,FIC,1855
604,76402,FIC,1855
1209,55983,FIC,1855
1280,53091,FIC,1855
1273,87661,FIC,1855
2301,94412,FIC,1855
2416,39534,FIC,1855
2494,71276,FIC,1855
7973,251,FIC,1855
7724,176,FIC,1855
7489,14562,FIC,1855
8077,6923,FIC,1855
8110,28424,FIC,1855
8297,367,FIC,1856
7493,357,FIC,1856
7469,1410,FIC,1856
7698,22836,FIC,1856
7968,31311,FIC,1856
7889,11479,FIC,1856
7870,18641,FIC,1856
7791,22453,FIC,1856
2470,135136,FIC,1856
2367,43556,FIC,1856
1281,117064,FIC,1856
1552,135035,FIC,1856
1562,133067,FIC,1856
2655,157492,FIC,1856
2880,102260,FIC,1856
2749,53552,FIC,1856
3677,89782,FIC,1856
3447,150344,FIC,1856
5515,73145,FIC,1856
9779,207882,FIC,1856
9797,120281,FIC,1856
9077,42786,FIC,1856
9852,109433,FIC,1856
9075,167392,FIC,1857
5078,2906,FIC,1857
2618,130609,FIC,1857
3100,86267,FIC,1857
3149,4508,FIC,1857
290,22537,FIC,1857
7875,260,FIC,1857
7603,335,FIC,1857
7431,12858,FIC,1857
7468,1089,FIC,1857
8225,6343,FIC,1857
8006,81,FIC,1857
7888,5535,FIC,1858
1282,153235,FIC,1858
9231,67183,FIC,1858
9768,91453,FIC,1858
9220,167223,FIC,1859
9216,110455,FIC,1859
9037,101819,FIC,1859
9192,167142,FIC,1859
9140,4544,FIC,1859
1191,53175,FIC,1859
270,85292,FIC,1859
2497,30966,FIC,1859
8298,240,FIC,1859
2764,8053,FIC,1859
2807,95765,FIC,1860
3347,27334,FIC,1860
3844,43578,FIC,1860
8044,66105,FIC,1860
8033,27385,FIC,1860
8118,84293,FIC,1860
8585,19527,FIC,1860
8596,11783,FIC,1860
8635,18901,FIC,1860
8725,6859,FIC,1860
8730,12936,FIC,1860
7915,12006,FIC,1860
8755,24210,FIC,1860
615,59961,FIC,1860
616,73757,FIC,1860
1171,70410,FIC,1860
1818,11598,FIC,1860
9188,139579,FIC,1860
9165,127762,FIC,1860
9168,103814,FIC,1860
9072,110590,FIC,1860
8788,11417,FIC,1860
9791,62583,FIC,1860
9683,7586,FIC,1860
9817,146392,FIC,1860
9589,11907,FIC,1861
8795,28841,FIC,1861
9001,3886,FIC,1861
9002,6310,FIC,1861
8975,20071,FIC,1861
9314,17899,FIC,1861
9317,17371,FIC,1861
9318,15418,FIC,1861
741,135663,FIC,1861
297,14374,FIC,1861
2500,139859,FIC,1861
8752,21366,FIC,1861
7769,155,FIC,1861
7495,4119,FIC,1861
7409,14622,FIC,1861
8676,25312,FIC,1861
8168,5568,FIC,1861
8100,168,FIC,1862
8161,223,FIC,1862
8086,264,FIC,1862
8008,147,FIC,1862
7768,1866,FIC,1862
7925,188,FIC,1862
203,56452,FIC,1862
343,11638,FIC,1862
1099,8620,FIC,1862
3907,74204,FIC,1862
3740,5170,FIC,1862
3456,36940,FIC,1862
2744,38088,FIC,1862
5067,40029,FIC,1862
9439,22308,FIC,1862
9458,12532,FIC,1862
8870,41084,FIC,1862
8871,27227,FIC,1862
9137,7081,FIC,1862
9626,18478,FIC,1862
9793,99778,FIC,1862
9839,72261,FIC,1862
9840,72280,FIC,1862
9841,81189,FIC,1863
9811,148652,FIC,1863
9641,1517,FIC,1863
9195,41101,FIC,1863
8920,17256,FIC,1863
9432,18043,FIC,1863
9382,1663,FIC,1863
9383,1760,FIC,1863
9384,1619,FIC,1863
9385,1440,FIC,1863
9386,1748,FIC,1863
9387,1261,FIC,1863
9388,2793,FIC,1863
9524,1210,FIC,1863
9525,1652,FIC,1863
9526,1412,FIC,1863
9527,2513,FIC,1863
5402,32258,FIC,1863
5680,169088,FIC,1863
3085,132251,FIC,1863
658,97316,FIC,1863
7461,79,FIC,1863
7496,214,FIC,1863
8027,7733,FIC,1863
8024,2876,FIC,1863
8015,163,FIC,1864
8021,3475,FIC,1864
8163,262,FIC,1864
8154,18906,FIC,1864
8259,189,FIC,1864
8326,344,FIC,1864
8598,11955,FIC,1864
8532,17734,FIC,1864
7476,745,FIC,1864
7423,161,FIC,1864
7755,289,FIC,1864
7790,8851,FIC,1864
7807,22486,FIC,1864
7575,2132,FIC,1864
7559,190,FIC,1864
7748,407,FIC,1864
452,59727,FIC,1864
582,14390,FIC,1864
80,43773,FIC,1864
1283,31281,FIC,1864
2935,66781,FIC,1864
5525,106672,FIC,1864
5283,82858,FIC,1864
5182,85731,FIC,1864
9489,474,FIC,1864
9394,17270,FIC,1864
9214,66322,FIC,1864
9204,20132,FIC,1864
9146,43365,FIC,1864
9101,99764,FIC,1864
9816,71379,FIC,1864
9795,68460,FIC,1865
9018,83423,FIC,1865
9116,36645,FIC,1865
8897,20710,FIC,1865
2679,11135,FIC,1865
4315,175431,FIC,1865
96,57548,FIC,1865
7736,1220,FIC,1865
7836,1070,FIC,1865
8526,7833,FIC,1865
8695,1422,FIC,1865
8335,204,FIC,1865
8336,197,FIC,1865
8099,412,FIC,1865
8264,32953,FIC,1866
8215,4450,FIC,1866
7884,298,FIC,1866
7960,2255,FIC,1866
7725,687,FIC,1866
827,57801,FIC,1866
1210,42971,FIC,1866
1747,47038,FIC,1866
2580,76904,FIC,1866
3036,40143,FIC,1866
3024,38151,FIC,1866
3395,4909,FIC,1866
3614,65131,FIC,1866
3900,48442,FIC,1866
9015,1922,FIC,1866
9201,74870,FIC,1866
9331,5252,FIC,1866
9810,13015,FIC,1866
9814,131012,FIC,1866
9825,123921,FIC,1866
9769,6323,FIC,1866
9771,62508,FIC,1866
9753,2332,FIC,1866
9845,18228,FIC,1866
9846,94633,FIC,1866
9754,642,FIC,1867
9755,1776,FIC,1867
9774,3726,FIC,1867
9585,21341,FIC,1867
9656,15003,FIC,1867
9206,55427,FIC,1867
9047,35118,FIC,1867
9096,71046,FIC,1867
9082,170732,FIC,1867
9070,47471,FIC,1867
9066,186502,FIC,1867
9148,62528,FIC,1867
9199,62669,FIC,1867
9167,152085,FIC,1867
3642,2697,FIC,1867
3497,24007,FIC,1867
3507,57636,FIC,1867
3065,8466,FIC,1867
2586,16387,FIC,1867
4969,17235,FIC,1867
5775,86294,FIC,1867
1189,5346,FIC,1867
7721,211,FIC,1867
7686,5485,FIC,1867
7680,26526,FIC,1867
7620,376,FIC,1867
7622,626,FIC,1867
7754,119,FIC,1867
8217,263,FIC,1868
8673,20164,FIC,1868
8614,15853,FIC,1868
8616,9554,FIC,1868
1172,33321,FIC,1868
1174,43343,FIC,1868
1427,47539,FIC,1868
2163,75747,FIC,1868
57,64270,FIC,1868
2480,64233,FIC,1868
5320,74572,FIC,1868
3054,116404,FIC,1868
3016,77948,FIC,1868
3856,56355,FIC,1868
9028,115726,FIC,1868
9305,15603,FIC,1868
9306,24857,FIC,1868
9307,23572,FIC,1868
9516,3120,FIC,1868
9517,2582,FIC,1868
9520,2894,FIC,1868
9521,7605,FIC,1868
9522,4359,FIC,1868
9523,4754,FIC,1868
9545,2611,FIC,1868
9546,2286,FIC,1868
9547,6042,FIC,1868
9548,2388,FIC,1868
9549,6423,FIC,1868
9550,4362,FIC,1868
9551,2416,FIC,1868
9552,2873,FIC,1868
9664,2540,FIC,1869
9665,1196,FIC,1869
9666,1524,FIC,1869
9667,1262,FIC,1869
9668,765,FIC,1869
9669,1600,FIC,1869
9670,4886,FIC,1869
9671,1351,FIC,1869
9672,664,FIC,1869
9673,1235,FIC,1869
9674,928,FIC,1869
9675,3437,FIC,1869
9676,2376,FIC,1869
9677,948,FIC,1869
9678,1046,FIC,1869
9801,218906,FIC,1869
9007,107089,FIC,1869
9023,9847,FIC,1869
9114,22336,FIC,1869
9837,155700,FIC,1869
9829,47838,FIC,1869
3915,21742,FIC,1869
3936,201754,FIC,1869
3159,24290,FIC,1869
2867,23744,FIC,1869
5114,36903,FIC,1869
5034,87514,FIC,1869
338,44855,FIC,1869
699,110558,FIC,1869
2178,80129,FIC,1869
8281,778,FIC,1869
8112,66496,FIC,1869
7621,1511,FIC,1869
8266,2553,FIC,1870
8678,11893,FIC,1870
8731,19649,FIC,1870
1945,31128,FIC,1870
1491,76736,FIC,1870
1146,69452,FIC,1870
1074,79658,FIC,1870
857,30530,FIC,1870
575,66089,FIC,1870
560,54266,FIC,1870
2928,69926,FIC,1870
3766,81251,FIC,1870
3551,25651,FIC,1870
9830,52866,FIC,1870
9128,6660,FIC,1870
9020,102663,FIC,1870
9055,73104,FIC,1870
8853,10435,FIC,1870
8854,9332,FIC,1870
9063,51110,FIC,1871
9112,55349,FIC,1871
9117,25552,FIC,1871
9191,96963,FIC,1871
9178,140406,FIC,1871
9280,9893,FIC,1871
9281,10962,FIC,1871
9282,3444,FIC,1871
9283,3731,FIC,1871
9284,1298,FIC,1871
9285,2579,FIC,1871
9286,5008,FIC,1871
9287,3357,FIC,1871
9803,81074,FIC,1871
9790,34900,FIC,1871
2978,55122,FIC,1871
2665,23429,FIC,1871
5331,238538,FIC,1871
5834,132768,FIC,1871
247,41944,FIC,1871
1563,21469,FIC,1871
2464,58939,FIC,1871
2426,56968,FIC,1871
8348,17590,FIC,1871
8055,5635,FIC,1871
8138,13760,FIC,1871
7747,162,FIC,1871
7434,13232,FIC,1871
7444,309,FIC,1871
7475,435,FIC,1872
7737,193,FIC,1872
7783,12747,FIC,1872
8022,23449,FIC,1872
8200,1330,FIC,1872
1896,60648,FIC,1872
1277,63069,FIC,1872
248,40999,FIC,1872
95,82703,FIC,1872
470,82205,FIC,1872
856,49946,FIC,1872
2575,25026,FIC,1872
2872,74240,FIC,1872
9789,12328,FIC,1872
9654,19613,FIC,1872
9171,135308,FIC,1872
9198,62251,FIC,1872
9093,66359,FIC,1872
9052,78074,FIC,1872
9011,116923,FIC,1873
9095,79824,FIC,1873
9057,79145,FIC,1873
9183,60750,FIC,1873
9163,137312,FIC,1873
9141,123032,FIC,1873
9247,8237,FIC,1873
9324,49157,FIC,1873
9325,19814,FIC,1873
9326,21632,FIC,1873
9828,172262,FIC,1873
2520,94475,FIC,1873
2656,128100,FIC,1873
5772,79991,FIC,1873
5763,50854,FIC,1873
5050,70484,FIC,1873
716,38320,FIC,1873
493,7097,FIC,1873
1252,35826,FIC,1873
1770,68414,FIC,1873
1576,120157,FIC,1873
8327,23309,FIC,1873
7841,172,FIC,1873
7594,24735,FIC,1873
7563,19054,FIC,1873
7733,373,FIC,1874
7734,332,FIC,1874
7983,946,FIC,1874
8080,29965,FIC,1874
1844,145108,FIC,1874
1372,50603,FIC,1874
1975,30881,FIC,1874
5731,93288,FIC,1874
2650,74938,FIC,1874
2980,56493,FIC,1874
3040,48591,FIC,1874
3461,60250,FIC,1874
3789,71113,FIC,1874
9212,100783,FIC,1874
9493,3887,FIC,1874
9016,52695,FIC,1874
9021,46404,FIC,1874
9050,15848,FIC,1874
9051,95913,FIC,1875
9084,163223,FIC,1875
9152,59448,FIC,1875
9190,108755,FIC,1875
9449,23234,FIC,1875
9202,53228,FIC,1875
9808,143193,FIC,1875
3748,1803,FIC,1875
3751,58728,FIC,1875
3020,5417,FIC,1875
3334,67091,FIC,1875
2887,181927,FIC,1875
5048,28958,FIC,1875
4740,38416,FIC,1875
